Time(s),d_Torque(Nm),a_Torque(Nm),Velocity(rad/s),Position(rad),Desired_Position(rad),Power(W)
0.31473,0,0.382812,0.591801,0.124216,0.134485,1.96191
0.315765,0,0.488281,0.636908,0.124703,0.134904,2.69318
0.316772,0,0.390625,0.564737,0.125101,0.135311,1.9104
0.317811,0,0.359375,0.62518,0.125544,0.135731,1.94568
0.318805,0,0.445312,0.523239,0.125943,0.136133,2.01782
0.319779,0,0.34375,0.491664,0.126385,0.136526,1.46362
0.320777,0,0.476562,0.423102,0.12674,0.136929,1.74615
0.321787,0,0.375,0.523239,0.127227,0.137336,1.69922
0.322769,0,0.390625,0.386114,0.127581,0.137732,1.30615
0.323775,0,0.34375,0.507903,0.128024,0.138138,1.51196
0.324821,0,0.398438,0.350029,0.128422,0.138559,1.20776
0.325776,0,0.371094,0.443851,0.128865,0.138943,1.42639
0.326771,0,0.378906,0.321161,0.129264,0.139343,1.05383
0.327794,0,0.300781,0.320258,0.129707,0.139755,0.834198
0.328806,0,0.355469,0.470013,0.130194,0.140161,1.44687
0.329814,0,0.386719,0.380702,0.130592,0.140566,1.27496
0.330763,0,0.363281,0.31665,0.130947,0.140947,0.996185
0.331735,0,0.328125,0.305824,0.131345,0.141337,0.869019
0.332775,0,0.363281,0.468209,0.131788,0.141754,1.47299
0.333776,0,0.359375,0.365365,0.132187,0.142155,1.13708
0.334852,0,0.363281,0.482643,0.132674,0.142586,1.5184
0.335785,0,0.332031,0.405961,0.133028,0.14296,1.1673
0.336781,0,0.417969,0.433025,0.133427,0.143358,1.56738
0.337757,0,0.335938,0.348225,0.133825,0.143748,1.01306
0.338741,0,0.355469,0.388821,0.134224,0.144142,1.19693
0.33974,0,0.394531,0.356344,0.134622,0.144541,1.2175
0.340739,0,0.351562,0.490762,0.135065,0.144939,1.49414
0.341747,0,0.328125,0.314846,0.135464,0.145342,0.894653
0.342749,0,0.355469,0.478132,0.135906,0.145741,1.47186
0.343741,0,0.339844,0.419493,0.136305,0.146136,1.23459
0.344746,0,0.339844,0.350931,0.136704,0.146536,1.03281
0.345738,0,0.359375,0.382506,0.137102,0.146931,1.19043
0.346735,0,0.34375,0.251696,0.137501,0.147328,0.749268
0.34774,0,0.378906,0.288684,0.137899,0.147727,0.947266
0.348744,0,0.359375,0.533163,0.138386,0.148126,1.6593
0.349744,0,0.34375,0.308531,0.138741,0.148524,0.918457
0.350823,0,0.394531,0.380702,0.139183,0.148952,1.30072
0.35183,0,0.34375,0.479034,0.139626,0.149351,1.42603
0.352806,0,0.359375,0.497979,0.140025,0.149738,1.5498
0.353751,0,0.355469,0.456481,0.140379,0.150112,1.40521
0.354753,0,0.320312,0.424906,0.140822,0.150509,1.17865
0.355789,0,0.339844,0.38431,0.141176,0.150919,1.13104
0.356745,0,0.367188,0.353637,0.141575,0.151297,1.12451
0.357747,0,0.316406,0.486251,0.142018,0.151693,1.33237
0.358749,0,0.378906,0.364463,0.142372,0.152089,1.19592
0.359792,0,0.355469,0.436634,0.142815,0.1525,1.34412
0.360791,0,0.410156,0.347322,0.143169,0.152894,1.23367
0.361841,0,0.375,0.372582,0.143612,0.153308,1.20996
0.362828,0,0.394531,0.368974,0.14401,0.153697,1.26065
0.363948,0,0.359375,0.374387,0.144409,0.154138,1.16516
0.364837,0,0.382812,0.352735,0.144763,0.154488,1.16937
0.36582,0,0.335938,0.246283,0.14525,0.154874,0.716492
0.367265,0,0.296875,0.39694,0.145826,0.155442,1.02051
0.370129,0,0.304688,0.516022,0.146933,0.156566,1.36157
0.371977,0,0.363281,0.518728,0.147642,0.15729,1.63193
0.372899,0,0.34375,0.454677,0.14835,0.157651,1.35352
0.374886,0,0.265625,0.357246,0.148749,0.158428,0.821777
0.375905,0,0.371094,0.428515,0.149191,0.158826,1.37711
0.376838,0,0.34375,0.376191,0.149501,0.159191,1.11987
0.377842,0,0.324219,0.393331,0.1499,0.159582,1.10437
0.378871,0,0.375,0.294096,0.150299,0.159984,0.955078
0.379831,0,0.355469,0.461894,0.150697,0.160358,1.42188
0.380838,0,0.367188,0.472719,0.151051,0.16075,1.50317
0.38183,0,0.359375,0.368974,0.151406,0.161136,1.14832
0.382857,0,0.386719,0.22824,0.151804,0.161536,0.764374
0.383837,0,0.3125,0.415885,0.152247,0.161917,1.12549
0.384866,0,0.394531,0.355442,0.152646,0.162316,1.21442
0.385865,0,0.316406,0.414081,0.153044,0.162704,1.13461
0.386847,0,0.335938,0.48986,0.153443,0.163085,1.42511
0.387822,0,0.382812,0.351833,0.153797,0.163463,1.16638
0.388805,0,0.410156,0.512413,0.154196,0.163844,1.82007
0.389806,0,0.386719,0.433025,0.154638,0.164232,1.4502
0.390847,0,0.355469,0.474524,0.154993,0.164635,1.46075
0.391829,0,0.378906,0.370778,0.155391,0.165014,1.21664
0.392803,0,0.382812,0.294096,0.155701,0.165391,0.974976
0.393859,0,0.40625,0.414983,0.156144,0.165798,1.45996
0.394799,0,0.417969,0.443851,0.156498,0.166161,1.60657
0.395854,0,0.445312,0.399646,0.156853,0.166568,1.5412
0.396776,0,0.375,0.393331,0.157207,0.166923,1.27734
0.397816,0,0.382812,0.516022,0.15765,0.167323,1.71069
0.398814,0,0.398438,0.377093,0.158004,0.167708,1.30115
0.400015,0,0.363281,0.219219,0.15889,0.16817,0.689667
0.402876,0,0.335938,0.362659,0.159642,0.169268,1.05505
0.404512,0,0.425781,0.442047,0.160174,0.169895,1.62994
0.405891,0,0.378906,0.322965,0.160794,0.170423,1.05975
0.407881,0,0.417969,0.458285,0.161414,0.171185,1.65881
0.40884,0,0.382812,0.471817,0.161768,0.171551,1.56415
0.409812,0,0.320312,0.304922,0.162078,0.171923,0.845825
0.410836,0,0.398438,0.427613,0.162477,0.172313,1.47546
0.411872,0,0.453125,0.460992,0.162875,0.172708,1.80896
0.412792,0,0.425781,0.408668,0.163229,0.173059,1.50687
0.413908,0,0.398438,0.277858,0.163584,0.173484,0.95874
0.414771,0,0.433594,0.446557,0.163938,0.173812,1.67679
0.415798,0,0.40625,0.498881,0.164336,0.174203,1.75513
0.41696,0,0.40625,0.277858,0.164779,0.174644,0.977539
0.417822,0,0.351562,0.429417,0.165222,0.174972,1.30737
0.418831,0,0.382812,0.312139,0.165488,0.175354,1.03479
0.419867,0,0.398438,0.539477,0.165931,0.175747,1.86145
0.420783,0,0.386719,0.441145,0.166285,0.176094,1.47739
0.421832,0,0.367188,0.479034,0.166684,0.176491,1.52325
0.422791,0,0.410156,0.415885,0.167038,0.176854,1.4772
